date,Binance,FTX,Huobi,Kraken,KuCoin,OKX
2024-07-11 19:40:00,200723.1045272109644583,0,41130.8619836834167658,11573.9432743788751805,10136.295567236869801,28968.1095293848448414
2024-07-12 19:40:00,180725.8495534310624842,0,41970.9863910684146818,10735.4689499141913413,9961.3844705124672414,25413.4788586450118547
2024-07-13 19:40:00,108906.7267590079506289,0,36905.4983571550176528,4429.7976626480633455,7282.9265972152898922,18217.1847434589784688
2024-07-14 19:40:00,137444.0075521201233276,0,36401.5188529023449223,6332.86923657123268,8782.8853189806393823,23297.9144767002187037
2024-07-15 19:40:00,225325.2687612316791686,0,40559.7708910724293591,12878.2990490028180908,12230.1904944001225979,38062.9308165148722518
2024-07-16 19:40:00,294477.2691084604984012,0,47154.5553285119642387,14960.5706772724661292,15305.0243484661320953,51831.9284760185569772
2024-07-17 19:40:00,236729.0053368324282854,0,44185.3861211969098693,13241.7307970768614496,12170.754727973312332,36341.6319513601165415
2024-07-18 19:40:00,211048.512509035922952,0,42145.8775572220153184,10589.2768056123323817,10648.4077300277848081,29250.5617694951509709
2024-07-19 19:40:00,220838.3205504983537029,0,39904.9059984475753112,11020.327331196219378,11814.7632161296062889,32931.3430319290058259
2024-07-20 19:40:00,149789.3837046926776788,0,37156.6584855539349884,6358.2718203503283046,8415.6589606436981676,23253.1874773378227075
2024-07-21 19:40:00,148331.6377302614162528,0,33178.282459670924519,4873.5748434791104906,9134.6899536041625057,24546.0939174988915856
2024-07-22 19:40:00,190383.9182423767516416,0,39252.6790154051094731,10124.9785701137855073,11174.1429894277275474,28939.7926261879515813
2024-07-23 19:40:00,252867.1473038862590649,0,41412.4741262837711231,12897.3409603249407997,13628.5167149762129493,36804.0723048021382413
2024-07-24 19:40:00,179931.9684798560229613,0,40672.9076790412223143,11949.6046245089001382,9677.4721665012966876,25959.5896818614338629
2024-07-25 19:40:00,248048.4695230126481892,0,42514.8016890313283102,12238.7008010085746714,13585.6504150659926642,44234.999104014377913
2024-07-26 19:40:00,188014.7419650441310494,0,39448.4525111717981222,10988.8152534797866446,10624.0385261873079033,31749.3079381954443699
2024-07-27 19:40:00,134308.7022702473174171,0,32394.7226347502753954,6445.0812189204464634,8125.4753279745690781,22302.607333845325078
2024-07-28 19:40:00,143075.4879473163498427,0,35336.2500428424266727,6012.6116143468530183,8877.9675628645719059,23976.1547522934144579
2024-07-29 19:40:00,201313.11324566635,0,35532.507567671346,902.5225980517072,10936.816310425187,37116.97633960433
2024-07-30 19:40:00,167899.2401112611214629,0,39563.2146469201323739,9422.5429648639211396,10469.2392037892439415,25007.3288489444700377
2024-07-31 19:40:00,171538.0502858652728941,0,35079.8694843671483004,9217.0877226828791624,12504.3563699702136299,22032.7878557662894192
2024-08-01 19:40:00,289395.375181937950162,0,42817.3608663453492852,14224.8366166497755138,13811.1233629952309771,41261.4138627008826223
2024-08-02 19:40:00,285282.9870714693196045,0,43856.593119729034795,14093.0933973461024255,15441.9496212172090266,39337.4981815119416819
2024-08-03 19:40:00,257690.7799947565736218,0,44672.3679298069025373,10544.1373917123913412,12064.6440566404802771,35595.1026964328532107
2024-08-04 19:40:00,255052.8670266621772429,0,41379.916631412995904,10794.8741204289169166,12769.3540359118151261,39426.9091896421942306
2024-08-05 19:40:00,968452.1663120671568169,0,75212.325422359251584,53883.4085973195254681,40680.1253816737964132,201824.7659318501425426
2024-08-06 19:40:00,403047.4319358323070568,0,61171.014123560147783,21821.1468264233973234,17320.00704134536693,59410.9903261530017707
2024-08-07 19:40:00,371216.4009207342532419,0,47045.5523232160230143,18885.3226908575676624,26052.3471531031174287,50015.5118383016545035
2024-08-08 19:40:00,317418.8837394114835442,0,33191.0982185546426096,18252.7063325398635739,51432.2684108210857153,50474.3914395817408704
2024-08-09 19:40:00,257320.0141655546573866,0,39451.9879025724881446,15411.930738511223096,122369.4875174969738408,42136.1126229175940174
2024-08-10 19:40:00,124385.7519114285031092,0,30091.6861592764629131,6464.3169954082811717,7097.2088185537717393,20163.3238676859540068
2024-08-11 19:40:00,126894.1382575558739872,0,28990.4556336816768456,5213.4096908317368717,7139.9923917170885226,21331.0236364163323543
2024-08-12 19:40:00,277954.8000161873548666,0,37953.1264317773923793,14889.6213575198556897,14689.0341772648062828,43907.3842699368667594
2024-08-13 19:40:00,202383.7250839786320081,0,36412.4289849345588755,14917.1202487328787989,10977.6838910457822867,31206.2916586218686699
2024-08-14 19:40:00,215327.5432286349214488,0,36399.1165778441068525,14898.6777220206799975,10867.8818014691591278,31808.463331780851714
2024-08-15 19:40:00,235436.702852816137235,0,38367.2584083447751979,13260.0875448992234792,10550.9338642297938025,32877.2230078415492012
2024-08-16 19:40:00,222110.661668681312109,0,37812.5961781959112792,12966.1269772207964408,10098.6834451648885395,31603.1937895821776787
2024-08-17 19:40:00,113005.1799868193377925,0,28799.4621638670485533,4509.1747462926253353,4417.343601202765093,13113.4069407672400695
2024-08-18 19:40:00,121759.5444079110093499,0,26276.1030192615508362,3930.6542621442178867,5591.7249392654309765,15495.6741317929257179
2024-08-19 19:40:00,187814.5983971280353914,0,31442.6304174786983814,11646.0647606094817724,7946.2067230344598517,22052.0212541304589442
2024-08-20 19:40:00,209761.8176395283928083,0,33797.6200143636185315,13541.3038199964722832,10232.0774128332887661,29962.6801546960533614
2024-08-21 19:40:00,185131.2950561468267196,0,31789.4793994994388743,11693.835634632322769,8442.6373783914036203,22571.7699544433272107
2024-08-22 19:40:00,194402.9007233088587101,0,31489.4589322190806091,12204.9333216622332088,9298.8679040655681892,24631.1304673290035148
2024-08-23 19:40:00,223953.6296972100362546,0,30338.6937047694495896,13003.2878066655354415,11395.5422316639714939,31218.6760202058186535
2024-08-24 19:40:00,204292.378018282105747,0,32482.839760553647767,9016.5972178191964237,9732.912752138284852,29396.8191391578141441
2024-08-25 19:40:00,158346.9731308126463191,0,27652.2431323435264615,5034.309389821849269,8277.8894024646306187,25512.5464050428681565
2024-08-26 19:40:00,193686.0014863315272425,0,30200.4511397273082784,9391.134574107812994,9140.1860912309153766,25694.404686313920131
2024-08-27 19:40:00,192706.3265486402179781,0,33282.9908889938560424,11547.578087261522437,10092.5117373309848337,26428.5241904339987819
2024-08-28 19:40:00,321802.4180331292268243,0,41931.6613672471105362,16364.5657342205513927,14800.6402841660631039,46848.7672625621609543
2024-08-29 19:40:00,198687.4456128958171537,0,33513.7020083649303669,11237.1458505482506762,8791.9399656121029063,26597.2474267010828331
2024-08-30 19:40:00,214194.7282971900477542,0,31684.0499460464203393,11270.9556746200401867,10445.9219571921472015,27525.8290525569040745
2024-08-31 19:40:00,88984.9160286772598737,0,24535.80955459627499,3480.4075725478793993,5160.1133239752785885,11415.9918677583429945
2024-09-01 19:40:00,118876.9612687092214451,0,22567.6294713709655906,5390.0681607174074486,7514.4037607652405975,17338.1040812007020659
2024-09-02 19:40:00,174233.6182085603610263,0,29573.4361878234974942,9885.9126274182600285,8455.1838548956744711,23183.6204037015513898
2024-09-03 19:40:00,169188.2724063342704821,0,28720.4955720880714558,10485.2383024716342325,7507.5850797044699753,21071.380322469109002
2024-09-04 19:40:00,239440.4440014671037033,0,35623.1120205882171401,13191.9265461459104327,10155.4837068361739363,34128.4082106648377339
2024-09-05 19:40:00,179967.5236514446208505,0,33415.4606182448606442,10418.2654494774358355,7684.222122312910696,24897.9457908207837349
2024-09-06 19:40:00,289650.3420691487940938,0,40440.9873373683460581,16244.2260717553666861,10757.0349439604435902,42733.6265157519692858
2024-09-07 19:40:00,166360.1569807938909176,0,39265.2380213829842597,7566.9877208159054577,8022.6761283321871947,27814.6539221614502444
2024-09-08 19:40:00,111502.8639047888923315,0,25064.2519788301779657,4408.4746944226525572,5590.1137514921893053,17188.945878561000088
2024-09-09 19:40:00,207630.8063930402764379,0,32638.3654826283756249,12313.5470780290689763,8694.2895094796819039,31541.6486286776366477
2024-09-10 19:40:00,183822.652306048383977,0,32809.924250629779809,9623.1053976266567013,7520.0934511554694263,25409.1647542428894243
2024-09-11 19:40:00,222148.1979077278943468,0,34323.4381567676119715,10902.8079590083764813,9364.1671717060291671,28802.0112333556894249
2024-09-12 19:40:00,188873.8828147508623404,0,33150.7064349046239391,9219.9763370082096244,8112.2129069633973395,23347.8190448622736588
2024-09-13 19:40:00,186401.2029984957425822,0,28854.6498347609498123,10823.1875798142979116,7751.9282080374887487,23566.1173032774062266
2024-09-14 19:40:00,130072.6201019740519826,0,26226.769627090290242,6521.684422345926367,7150.1745566668783203,19299.7527320450554242
2024-09-15 19:40:00,102099.509146342626909,0,19515.0544227744068043,3693.0869678200688135,5729.2157708042661809,13031.3096131686116775
2024-09-16 19:40:00,224356.21512304665496,0,30449.4932640528122154,10283.4778935969545034,9348.8674097070867732,30237.0878312638202781
2024-09-17 19:40:00,214569.6347616361081264,0,28087.3166467189434037,10556.131531300899022,9562.9147401077531557,27640.8221909900908899
2024-09-18 19:40:00,225117.9023694309529076,0,30672.6737038013187377,12083.7030902114578525,10587.162145550168794,31354.3745301671055902
2024-09-19 19:40:00,271987.3349459088389457,0,34949.6168133184632653,15678.2537478057739698,13224.970149475181047,39538.5182780614065583
2024-09-20 19:40:00,269920.8571424543143322,0,30533.9070485587701045,12279.7956248172039206,10720.8841114278898906,35985.6899334246273681
2024-09-21 19:40:00,124047.1747872018399981,0,21108.6571512716777503,6566.8070130296969431,6547.9376552358746883,16224.4785849291679062
2024-09-22 19:40:00,130552.256453505716248,0,19767.6847574463981147,6569.3633036144791425,6728.0743294048129029,17975.8012671447233902
2024-09-23 19:40:00,245544.3217966008319734,0,27204.9029863839481855,15214.0910045323813854,11414.0325046905870425,32023.6000331490767227
2024-09-24 19:40:00,208460.9957517682464163,0,26085.0508246952045249,10143.954829391697334,9436.4841060080240112,29737.563777423067309
2024-09-25 19:40:00,202490.5791962363004521,0,27382.4761798836594152,11422.3229780547313562,10720.0031941557413093,32994.6990886311447065
2024-09-26 19:40:00,245064.3955662095291509,0,28664.714488990280578,12864.572415839693444,12477.5505699875844769,36949.0226211515138047
2024-09-27 19:40:00,236547.2838967309521626,0,30285.0432494212116053,13416.729400629364676,11579.9554165844921336,38816.7550798104428251
2024-09-28 19:40:00,136118.281608156518797,0,22320.779712262177361,4594.2204597685614611,7408.4823242669177402,22847.3429507387900791
2024-09-29 19:40:00,130350.4915418105734369,0,17957.2439568307552624,4236.790232011747543,7299.8387638354214521,21538.8912323506929879
2024-09-30 19:40:00,237663.7448711330813907,0,26983.6529790952421894,11922.2231963666795996,10738.13137322120883,37437.6982808069878313
2024-10-01 19:40:00,357679.6501329867130648,0,32531.1841006381277466,14470.1855028968101213,14969.6934112689507306,51781.5626627540510571
2024-10-02 19:40:00,311067.0922479356922218,0,39702.1442450489552416,12952.1853214091763891,12923.5695657514840672,43267.209786706545651
2024-10-03 19:40:00,277781.435345140498175,0,32471.7429128382902343,11480.4643149299752453,12276.7901289445138944,38542.5907385033103855
2024-10-04 19:40:00,213484.1293554715532909,0,26447.709227211149794,11551.9144795195715898,9896.9395349146576706,27717.3202657596404773
2024-10-05 19:40:00,113933.1800958520910431,0,19898.9867719375708396,4468.9891742490232626,5601.2780055700891537,14357.3103098082493889
2024-10-06 19:40:00,112539.540157796758281,0,15136.5474682283251324,3751.9320867093948606,5399.2393549463390181,14788.4622153145098548
2024-10-07 19:40:00,245839.6447480735779097,0,25304.7558910936725895,11744.8412445540912906,10084.9240322346455028,32281.248483182962352
2024-10-08 19:40:00,244773.6805712493010831,0,26927.4135959720385604,10685.5447436146667455,10248.0138109950723958,27813.3521757140639488
2024-10-09 19:40:00,207957.3152603432949424,0,23622.9382302645278501,9927.8805272734590087,8022.1424387059269157,23200.0660689285729642
2024-10-10 19:40:00,216033.2164388026860889,0,25045.5903002044583386,11373.8540403916438953,9526.8102893790522646,27833.7094169649182214
2024-10-11 19:40:00,198732.0763865817631794,0,22388.2480621062196182,9890.7057384386317836,8818.9397314910316182,26143.8400106537556162
2024-10-12 19:40:00,141438.5129342771609078,0,19429.4725583063814949,5253.656942038184139,7466.1930069905497832,19784.7466834399514568
2024-10-13 19:40:00,129923.8001336019117078,0,16215.380302303998893,4408.7867481139658844,6415.324008645871833,16461.8486459140618037
2024-10-14 19:40:00,254983.6385573977412215,0,25778.9653718431795752,12507.6117495366019603,12461.3251747810479754,41222.8229793210494588
2024-10-15 19:40:00,314910.6845392262945576,0,28308.0320706515701472,15389.5427936694334879,13533.4836265590025368,48253.3746871785194246
2024-10-16 19:40:00,242007.0164357443771926,0,26402.9106996211454937,11266.2721029986205371,10485.4201946897953997,33328.0240360347176103
2024-10-17 19:40:00,201586.3074333451543631,0,22583.9524698794344579,9198.3197398578076855,8607.1462839408379812,26366.8309269527325231
2024-10-18 19:40:00,200157.1038061318574915,0,21801.7843757802167829,9644.452006203249424,9011.4271535277369976,28868.6656414329719026
2024-10-19 19:40:00,103915.6368655821008366,0,16629.5678894495630778,3513.4297127475312231,5757.7748109212543242,16722.0467412467539306
2024-10-20 19:40:00,128248.0977087039329505,0,14723.8909502787810989,4682.1750185152274148,6231.059603501492459,19590.7802400491173531
2024-10-21 19:40:00,247768.5404937054518534,0,25065.6882723018573113,13006.4908100863845697,10452.0927171349553185,39159.2710232903234936
2024-10-22 19:40:00,199835.2141727164233752,0,23961.1794672063129951,10459.4456235359838146,9581.5748500190167832,31180.9813634266230383
2024-10-23 19:40:00,206415.9300797413765444,0,22839.2215793964822259,10861.9687515440757344,9623.3135920959543321,29460.5089246934408063
2024-10-24 19:40:00,187916.165608560912142,0,24141.2501136853342115,10412.3197963541220981,8963.559560076227179,25748.7553966270553099
2024-10-25 19:40:00,234496.290503723652529,0,25035.1973837092792452,12496.186524987391055,11739.0613536083118722,33399.9802870497475743
2024-10-26 19:40:00,190744.933822077968239,0,27156.6589780251501192,7622.1358504801705967,11168.0168329122140995,29008.2080800496494121
2024-10-27 19:40:00,97181.8839181968855553,0,15627.236131864005379,3887.7177419969181941,6105.5903386674111272,13025.8161271797308853
2024-10-28 19:40:00,197024.4771516390818188,0,23906.6969402814135904,11817.1577378335514446,30040.363591671880089,27258.9298343100683406
2024-10-29 19:40:00,274790.900179460677837,0,28599.2701349226756599,18404.3500362818306222,31791.9225946502218673,43549.6126150384320485
2024-10-30 19:40:00,216213.8300245151957486,0,25887.852256738336561,12858.3625565652788227,9837.2927044851449491,31566.1405382138168929
2024-10-31 19:40:00,213675.3517084943654643,0,24684.141244017391537,11214.1907516455616628,9224.9330430943638819,33976.4536658639839706
2024-11-01 19:40:00,245269.6808717439919095,0,27594.7456411254930569,11669.5533815824857629,10376.2604849032673967,36990.3563099962704012
2024-11-02 19:40:00,111082.6964511841833349,0,19683.5318011112132905,4613.8321762034452567,5815.6234673852944387,14719.186367031406781
2024-11-03 19:40:00,161327.7621952495877851,0,20298.8205395264067662,6808.6363980000988793,8165.5195143888385819,24428.6638593599439871
2024-11-04 19:40:00,198561.6079356970966108,0,23668.1740948439715188,10904.9352206047204727,8152.5744717508382703,25251.9593201731317687
2024-11-05 19:40:00,235097.6560687347661523,0,24871.4502392833759128,12304.1644067431475015,9790.1323964529164415,33419.8715960793189736
2024-11-06 19:40:00,529710.2276223432316699,0,38308.9039999225599297,31114.3399847054114471,20659.7181156738340478,92282.7730692470240258
2024-11-07 19:40:00,345069.1557037397266646,0,30647.5406307833779091,19634.646661373563042,15809.359805071415098,53286.4478747636133857
2024-11-08 19:40:00,309051.5675958218700224,0,26449.2739024552998028,17015.1278431116882392,23687.2078524119774352,45382.0017141137340046
2024-11-09 19:40:00,237555.9748052661786027,0,24231.1817095863739238,10542.3939741824652081,12080.1298630871504078,40929.3560319251726767
2024-11-10 19:40:00,449387.5620124557615758,0,31984.8117211003973785,21412.4916165237446529,22783.0601419252411756,85129.4072901181680544
2024-11-11 19:40:00,564605.3803996928516987,0,37885.1377276764251744,30051.2174948186721874,33451.9465935959579083,93976.4193103800317533
2024-11-12 19:40:00,760177.8566919042262996,0,44400.5232796539601014,42084.0060826079360341,37200.2507170735052021,146501.0244348112053964
2024-11-13 19:40:00,640529.4407750235280138,0,39806.7702848317991064,34228.706943065588022,29238.1408027170133368,122253.9097268292665971
2024-11-14 19:40:00,528243.354291368674123,0,37897.5610909071607067,28208.3850974709975204,25181.1227943994627557,94308.0116437192572866
2024-11-15 19:40:00,392355.720237275227499,0,33054.6705352675997854,21264.166367245145733,28315.0227500812903225,68980.3961796348092653
2024-11-16 19:40:00,341077.515025857226226,0,32187.2566532605205054,18774.9369789555114136,20299.0125848745087304,59391.727882638713491
2024-11-17 19:40:00,323987.1056222205561546,0,30960.1565697212570412,12758.049505560347134,17531.4218917147806747,56967.4609358911830758
2024-11-18 19:40:00,361455.0672059554031376,0,32545.3225000596523507,21197.2989549663912995,20890.7454264953152457,67370.2823212272177375
2024-11-19 19:40:00,328978.5982842655717316,0,32808.0977411600548353,20649.0262421816971193,18093.4544180776275755,58821.2684678481866188
2024-11-20 19:40:00,344353.9673708930936115,0,33362.2869148535620258,21607.020307343584283,16347.2917105261915436,56904.7633051632883786
2024-11-21 19:40:00,419043.8730047620586878,0,34788.4575355107036879,26305.0768968891829684,19511.0406661236131702,75771.6418328592864321
2024-11-22 19:40:00,375986.6804943160894838,0,33532.6233280589077688,26900.8837519639202355,17979.9451722992119927,66598.3816607477322301
2024-11-23 19:40:00,437634.3455598538440537,0,31910.1972845357335793,24001.8177771739057403,22783.6676280741271124,77536.0382239981051864
2024-11-24 19:40:00,387948.6888100993054573,0,31887.4492633483757919,17061.4584412087989038,19191.0097353627034846,62643.0852876717641992
2024-11-25 19:40:00,430939.4040446206180837,0,35262.131991869279522,24619.2594736647698896,20124.620106087439016,71879.7710914898634698
2024-11-26 19:40:00,449792.3264852508421193,0,39763.561744728807458,24504.2559680224998937,20093.0271141430473025,71550.1390593222373986
2024-11-27 19:40:00,351094.7628142536403088,0,32577.1889364748045321,18712.8657778677616031,47601.4792132239023466,57200.0771903060076533
2024-11-28 19:40:00,311986.1856794821810025,0,30719.76863497602463,15567.3233581598623299,16042.672336181222372,50120.0781464862998288
2024-11-29 19:40:00,291256.380444767777734,0,27850.037436886530618,17607.6855394039505022,13936.2858328376087464,47556.124904460195943
2024-11-30 19:40:00,281982.2610154460453055,0,26144.5975527828584084,13169.8397499584076083,14391.3031464995609965,48266.9899301488713514
2024-12-01 19:40:00,270192.7959875380769564,0,25077.5506958616459012,12136.3550753022341216,15562.2386729613101836,46220.589779238918748
2024-12-02 19:40:00,557969.4315229515982097,0,35063.7405749844414682,36653.8736710121188503,27857.8474371818964463,89530.9310525169230917
2024-12-03 19:40:00,573896.4020039279759628,0,35968.9947655043944276,29789.5312539168050184,27676.7398157551713541,89099.8600671665276139
2024-12-04 19:40:00,531605.1440311295715322,0,39498.0089192444491936,28241.2911004653907086,76393.7581503367129143,86840.2406782734898503
2024-12-05 19:40:00,608987.6939998765917982,0,42109.3258768145079352,40348.3310408913925474,27916.7724157014964254,110267.3786852547119649
2024-12-06 19:40:00,478790.861949000084044,0,37329.7469465699037866,27352.4820300470778102,24454.2347036164074586,91002.6000441714920036
2024-12-07 19:40:00,292080.2304202748460511,0,30468.3894667283867624,14314.6676909799315085,15925.2622843667125173,51327.1635896508156336
2024-12-08 19:40:00,250652.611031338160596,0,26654.4891199044099146,11388.6364665088083912,14187.5973969837874534,45305.7392978084977172
2024-12-09 19:40:00,395328.227660227535916,0,32335.1014506080460648,18015.1104339991805415,18923.3871478643595789,65871.9860258354219067
2024-12-10 19:40:00,702888.1060146864927257,0,51211.5792555972928465,31729.5856083664765133,61307.2654304404684311,138292.4581845262497662
2024-12-11 19:40:00,365383.6402719213062564,0,35742.1853783175385626,21147.4083591072518423,19522.7346154512874815,66014.9940753677039952
2024-12-12 19:40:00,328249.8113385042123552,0,32529.1805971440569783,18997.9926988080495322,17941.5438756532598467,62413.1965501293064148
2024-12-13 19:40:00,290722.3655684593553704,0,29285.6822064890472382,14541.0922290394205166,16320.400457378659922,51027.3057341090092945
2024-12-14 19:40:00,187823.3273546750028041,0,24599.6503387912551253,8396.2288982998657108,13005.3240294873791115,34931.5574627652534331
2024-12-15 19:40:00,161777.5494091980419675,0,21206.5639844493623298,7908.3946022607043989,12319.7996866154264525,27841.8762969458306188
2024-12-16 19:40:00,324527.0324204576444737,0,27554.1190666950774991,21679.3147531391528076,17597.9857997578688174,56933.6895635993238086
2024-12-17 19:40:00,273315.5935033584397129,0,28275.6769197327506941,22325.5797193769664617,14321.5730716391860643,46842.8873637483305141
2024-12-18 19:40:00,283017.7268488381138289,0,29813.8435100333202205,16064.7090688274521498,14389.5785868537911633,47666.0174676921356201
2024-12-19 19:40:00,499364.6004443338093592,0,41723.8913594512118408,26145.2195630044801828,27852.0532958584339723,106030.5435122291628028
2024-12-20 19:40:00,557304.3409593017519099,0,43996.072746811570371,30069.0365318465559337,27541.110014766863796,110983.9087176661537042
2024-12-21 19:40:00,279553.4653797076539333,0,34180.8425378604133187,12002.3723768354869102,15455.6420543240212143,52713.8849063816481189
2024-12-22 19:40:00,200086.995396756293243,0,27323.8582777756756574,7062.5417532200769712,12764.8523511033526691,33415.0235771162905386
2024-12-23 19:40:00,269906.3666123755979461,0,31961.0032673922017986,14440.6275960892080141,15470.8830697615048769,44821.4785772496086431
2024-12-24 19:40:00,240126.2995718732589984,0,28460.5110707410737938,13701.0676194589294427,13708.244429317242378,42050.5670481710148294
2024-12-25 19:40:00,166059.3767449967377227,0,26115.60690217118564,7363.6395897434983765,10078.2062998038384159,35426.0508936403426316
2024-12-26 19:40:00,192725.9155061918639425,0,26953.2990869165925147,8668.5693471009198747,10582.0782302588646687,35059.3459825091827114
2024-12-27 19:40:00,206709.8091119125189956,0,27713.2182507635126422,12660.0529810634448733,10840.9595801654750265,34890.7754401327753594
2024-12-28 19:40:00,134599.6305026110447739,0,20754.5580204623275818,6173.0402171367768461,8177.9667169961384807,18905.5529176219746867
2024-12-29 19:40:00,119125.5781589934737123,0,18769.1945626686008981,5879.1640780865192233,6831.8167150714881614,18054.2786855996187944
2024-12-30 19:40:00,215697.9237112129651063,0,26850.5338452594655505,14004.0509411789588285,11307.242260407388994,35182.3400974726940192
2024-12-31 19:40:00,207052.3331315566714849,0,27938.5283217048341427,12762.0438769097943117,11279.0628998885425922,34125.528799030978487
2025-01-01 19:40:00,131231.5706418385350064,0,21125.5225843697061115,6995.5845719939611848,7763.504371275360364,20222.397335157594358
2025-01-02 19:40:00,213333.60316062331739,0,26598.1501317660774591,13020.362938335674674,12058.9554356254747594,34699.1395641741012314
2025-01-03 19:40:00,204765.7658121588948104,0,23758.5665890905651904,13435.5277208288713013,10849.0859821796110912,31499.4855697369324718
2025-01-04 19:40:00,155998.8910909032600027,0,23469.6132931641586631,7660.0414571542240557,8673.8370532561027414,26229.4893021657994029
2025-01-05 19:40:00,126792.3007521558368206,0,18983.4428751812687817,5141.8764866186386983,7873.0772307472296443,20121.8158594862073676
2025-01-06 19:40:00,196803.6081657975432419,0,24660.979080096358506,12690.517745855957283,11604.6906076581210081,32326.8263191721894175
2025-01-07 19:40:00,254849.8726693807942051,0,29272.9145865639160814,16004.7733242645460885,12765.2068077230252021,48684.2439674158597442
2025-01-08 19:40:00,300191.4342464070856829,0,38342.8489218305850026,17560.2931613357826765,16779.2184087823666344,48955.2054641685871515
